Year,Type,Country,Area,Activity,Injury,Fatal
2003,Unprovoked,Usa,Hawaii,Wading,Injury,N
2003,Unprovoked,Fiji,Taveuni,Wading,Injury,Y
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Boat,South Africa,Western Cape Province,Fishing,No injury,N
2003,No Data,Usa,Florida,Swimming,Injury,No Data
2003,Unprovoked,Usa,Florida,Surfing,Left calf avulsion,N
2003,Unprovoked,Usa,South Carolina,Wading,Injury,N
2003,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,Y
2003,Unprovoked,Usa,Florida,Fishing,Injury,N
2003,Provoked,Usa,Texas,Fishing,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,N
2003,Unprovoked,Usa,California,Swimming,Injury,Y
2003,No Data,Usa,California,Swimming,Injury,No Data
2003,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
2003,Unprovoked,Australia,Northern Territory,Surfing,No injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Wading,Heel & sole of left foot,N
2003,Unprovoked,Bahamas,Abaco Islands,Diving,Injury,N
2003,Provoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Bahamas,Abaco Islands,Diving,Injury,N
2003,Unprovoked,Usa,Florida,Diving,Injury,N
2003,Unprovoked,French Polynesia,Society Islands,Diving,Injury,N
2003,Unprovoked,New Zealand,Cook Islands,Swimming,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Wading,Injury,N
2003,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2003,Unprovoked,Usa,Johnston Atoll,Swimming,Injury,N
2003,Unprovoked,Usa,North Carolina,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,No Data,Usa,South Carolina,Swimming,Injury,No Data
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Wading,Injury,N
2003,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2003,Provoked,Usa,Florida,Surfing,Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,N
2003,Unprovoked,Usa,Florida,Walking,Injury,N
2003,Provoked,Brazil,Rio De Janeiro,Killing  Sharks,Injury,N
2003,Unprovoked,Brazil,Rio De Janeiro,Swimming,Bitten on finger,N
2003,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
2003,Unprovoked,Brazil,Rio De Janeiro,Swimming,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Jumping,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Swimming,Injury,N
2003,Unprovoked,Venezuela,Nueva Esparta,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Unprovoked,Usa,Florida,Surfing,Injury,N
2003,Provoked,Usa,Florida,Petting Captive Sharks,Hand nipped PROVOKED INCIDENT,N
2003,Unprovoked,New Zealand,Southland,Diving,Injury,N
2003,Unprovoked,Australia,South Australia,Wading,Injury,N
2003,Unprovoked,Usa,Florida,Swimming,Injury,N
2003,Unprovoked,Australia,New South Wales,Swimming,Injury,N
2003,Unprovoked,Australia,Queensland,Swimming,Fatal,Y
2003,No Data,South Africa,Western Cape Province,Unknown,Injury,No Data
2003,Unprovoked,Costa Rica,North Pacific Coast,Surfing,Injury,N
2003,Unprovoked,Australia,Western Australia,Surfing,No injury,N
2002,Unprovoked,Australia,Queensland,Swimming,Injury,N
2002,Unprovoked,South Africa,Western Cape Province,Swimming,Injury,N
2002,Unprovoked,Australia,Queensland,Diving,Injury,N
2002,No Data,Australia,Queensland,Swimming,Injury,No Data
2002,Unprovoked,Australia,Queensland,Swimming,Fatal,Y
2002,Unprovoked,Brazil,Pernambuco,Surfing,Fatal,Y
2002,Unprovoked,Micronesia,Caroline Islands,Diving,Injury,N
2002,Unprovoked,Usa,California,Surfing,Injury,N
2002,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2002,Unprovoked,Turks & Caicos,Caicos Bank,Swimming,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,French Polynesia,Society Islands,Wading,Shin bruised,N
2002,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2002,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2002,Provoked,Usa,Florida,Fishing,Injury,N
2002,Provoked,Tonga,Vava'U,Swimming,Injury,N
2002,Unprovoked,Usa,Oregon,Surfing,Injury,N
2002,Unprovoked,Usa,California,Surfing,No injury,N
2002,Unprovoked,Brazil,Pernambuco,Swimming,Injury,N
2002,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2002,Unprovoked,South Africa,Western Cape Province,Surfing,No injury,N
2002,Unprovoked,Usa,Florida,Surfing,Bitten above & below right knee,N
2002,Provoked,Usa,Florida,Wading,Injury,N
2002,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2002,Unprovoked,Usa,Alabama,Swimming,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Usa,Florida,Wading,Injury,N
2002,Provoked,United Kingdom,Cheshire,Diving,Injury,N
2002,Unprovoked,Usa,North Carolina,Wading,Injury,N
2002,Unprovoked,Usa,South Carolina,Surfing,Injury,N
2002,Unprovoked,Usa,North Carolina,Swimming,Injury,N
2002,Provoked,Usa,Florida,Surfing,Injury,N
2002,Provoked,Usa,Maryland,Fishing,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Y
2002,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
2002,Unprovoked,Usa,North Carolina,Wading,Injury,N
2002,Unprovoked,Australia,Queensland,Surfing,minor injury to foot,N
2002,Unprovoked,Usa,Florida,Swimming,Injury,N
2002,Unprovoked,Papua New Guinea,Louisiade Archipelago,Attempting To Retreive A Dinghy,Fatal,Y
2002,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,6-inch gash on right foot,N
2002,Unprovoked,Usa,Florida,Swimming,Injury,N
2002,Unprovoked,South Africa,Kwazulu-Natal Between Port Edward And Port St Johns,Swimming,Injury,N
2002,Unprovoked,Usa,California,Surfing,Lacerated leg & back,N
2002,Unprovoked,Usa,Florida,Swimming,Lacerated foot,N
2002,Provoked,Usa,Florida,Fishing,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,"2-inch wound on dorsum of right foot, 1-inch wound on sole",N
2002,Unprovoked,Costa Rica,Guanacaste,Surfing,Toothmarks in board & his swim trunks,N
2002,Unprovoked,Papua New Guinea,Milne Bay Province,Collecting Beche-De-Mer,Injury,N
2002,Unprovoked,Usa,Florida,Fishing,Injury,N
2002,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
2002,Provoked,Australia,Northern Territory,Fishing,Injury,N
2002,Unprovoked,Australia,South Australia,Surfing,Injury,Y
2002,No Data,Australia,New South Wales,Fishing,"Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark",No Data
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,Unprovoked,Australia,New South Wales,Swimming,Injury,N
2002,Unprovoked,Bahamas,Abaco Islands,Wading,Injury,N
2002,Unprovoked,Usa,Florida,Wading,Injury,N
2002,Unprovoked,Usa,Florida,Swimming,Injury,N
2002,Unprovoked,Usa,Hawaii,Body-Boarding,Injury,N
2002,Unprovoked,Usa,Florida,Wading,Injury,N
2002,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
2002,Unprovoked,Usa,Florida,Surfing,Punctures on left foot and foot ,N
2002,Unprovoked,Usa,Florida,Swimming,Injury,N
2002,Unprovoked,Usa,Florida,Surfing,Injury,N
2002,No Data,New Caledonia,Loyalty Islands,Diving,Fatal,No Data
2002,Unprovoked,Turks & Caicos,No Data,Fishing,Fatal,Y
2002,Unprovoked,Australia,Queensland,Surfing,Injury,N
2002,Boat,Australia,New South Wales,Boating,Injury,N
2002,Unprovoked,Australia,New South Wales,Surfing,Bruises & minor cuts,N
2002,Unprovoked,Australia,Western Australia,Swimming,15 cm wound on inner thigh,N
2002,Unprovoked,South Africa,Kwazulu-Natal,Fishing,Injury,N
2002,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
2002,Unprovoked,South Africa,Kwazulu-Natal,Surfing,Injury,N
2002,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2001,No Data,Australia,Western Australia,Surfing,No injury,N
2001,Unprovoked,Australia,New South Wales,Surfing,No injury,N
2001,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2001,No Data,Australia,Western Australia,Surfing,No injury,No Data
2001,Unprovoked,South Africa,Kwazulu-Natal,Kite-Boarding,No injury,N
2001,Unprovoked,Australia,Queensland,Swimming,Injury,N
2001,Unprovoked,Mexico,Guerrero,Surfing,Injury,N
2001,Provoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,"1"" to 2"" cuts on right ankle & foot",N
2001,No Data,Usa,Florida,Diving,Fatal,Y
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,North Carolina,Surfing,Injury,N
2001,Provoked,United Kingdom,Cheshire,Diving,Injury,N
2001,Provoked,Usa,Florida,Fishing,Injury,N
2001,Unprovoked,Usa,Florida,Walking In Shallows,Injury,N
2001,No Data,Usa,South Carolina,Swimming,Injury,N
2001,Unprovoked,Usa,North Carolina,Swimming,Fatal,Y
2001,Unprovoked,Usa,North Carolina,Swimming,Injury,N
2001,Unprovoked,Usa,Florida,Wading,Injury,N
2001,Unprovoked,Usa,Virginia,Swimming,Injury,Y
2001,Unprovoked,Bahamas,Abaco Islands,Diving,Injury,N
2001,Unprovoked,Usa,Florida,Wading,Injury,N
2001,Unprovoked,Usa,Florida,Wading,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Cuts on right foot,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Cuts on right foot,N
2001,Unprovoked,Usa,Florida,Surfing,Back of left hand gashed,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Bahamas,Grand Bahama Island,Diving,Injury,N
2001,Unprovoked,Thailand,Rayong Province,Boating,Injury,N
2001,Unprovoked,Bahamas,Grand Bahama Island,Swimming,Injury,N
2001,Boat,Italy,No Data,Fishing,No injury,N
2001,Boat,Usa,Massachusetts,Fishing,No injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Mexico,Baja California,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Swimming,Injury,N
2001,Unprovoked,Usa,Georgia,Swimming,2-inch cut on dorsum of left foot,N
2001,Unprovoked,Usa,Texas,Swimming,Injury,N
2001,Provoked,Usa,California,Diving,No injury,N
2001,No Data,Australia,New South Wales,Hiking On The Beach,Remains recovered from gut of a  3.7 m [12'] tiger shark,No Data
2001,Unprovoked,Usa,South Carolina,Wading,Injury,N
2001,Unprovoked,Usa,South Carolina,Swimming,Injury,N
2001,Unprovoked,Usa,South Carolina,Swimming,Injury,N
2001,Provoked,Philippines,Zamboanga Del Sur Province,Fishing,Injury,N
2001,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
2001,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Fiji,Taveuni,Diving,Fatal,Y
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Small cuts on big & pinky toes of left foot,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
2001,Provoked,Australia,New South Wales,Swimming,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,Unprovoked,Brazil,Rio Grande De Norte,Batin,Injury,N
2001,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2001,Unprovoked,Usa,Hawaii,Body-Boarding,Injury,N
2001,Unprovoked,Usa,Florida,Surfing,Injury,N
2001,No Data,Brazil,Bahia,Attempting To Catch A Crocodile,Injury,No Data
2001,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
2001,Sea Disaster,Caribbean Sea,No Data,Sinking Of The 40' Esperanza Off St. Maartin With 36 Refugees On Board,"Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body",Y
2001,Boat,Australia,Western Australia,Fishing,No injury,N
2001,No Data,Malaysia,Off The Western Coast Of Peninsular Malaysia,Unknown,Bones recovered by fishermen in 300-kg [662-lb] white shark’s gut,No Data
2001,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2001,Boat,Australia,New South Wales,Boating,No injury,N
2001,Unprovoked,Cuba,Holquin Province,Swimming,Injury,N
2001,Boat,Australia,South Australia,Fishing,No injury,N
2001,Unprovoked,Usa,California,Surfing,"Foot bruised, board dinged",N
2001,Boat,New Zealand,North Island,Boating,No injury,N
2000,Unprovoked,Australia,Queensland,Diving,Injury,N
2000,Unprovoked,Fiji,Taveuni,Swimming,Injury,Y
2000,Boat,Australia,South Australia,Fishing,No injury,N
2000,Unprovoked,Canada,New Brunswick,Diving,No injury,N
2000,Unprovoked,Australia,Queensland,Diving,Injury,N
2000,Unprovoked,New Zealand,Cook Islands,Surfing,Fatal,Y
2000,Unprovoked,Australia,Queensland,Diving,No injury,N
2000,No Data,Australia,South Australia,Shipwrecked,"Missing, thought to have been taken by a shark",No Data
2000,Unprovoked,Usa,Florida,Swimming,Injury,N
2000,No Data,Usa,Florida,Walking,No injury,No Data
2000,Unprovoked,Australia,Western Australia,Swimming,Injury,N
2000,Unprovoked,Australia,Western Australia,Swimming,Injury,Y
2000,Unprovoked,Usa,California,Surfing,Injury,N
2000,Boat,Australia,Queensland,Fishing,No injury,N
2000,Unprovoked,Usa,Florida,Surfing,Injury,N
2000,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2000,Unprovoked,Usa,Florida,Swimming,Injury,N
2000,Unprovoked,Usa,Florida,Surfing,Injury,N
2000,Unprovoked,Usa,Florida,Surfing,Injury,N
2000,Unprovoked,Usa,Florida,Surfing,Injury,N
2000,Unprovoked,Usa,North Carolina,Surfing,Injury,N
2000,Unprovoked,Usa,California,Surfing,No injury,N
2000,Unprovoked,Australia,South Australia,Surfing,Fatal,Y
2000,Unprovoked,Australia,South Australia,Surfing,Fatal,Y
2000,Provoked,Australia,New South Wales,Fell Onto Dead Shark,Injury,N
2000,Unprovoked,Okinawa,Miyako Island,Surfing,Fatal,Y
2000,Unprovoked,Usa,Florida,Surfing,Injury,N
2000,Unprovoked,Usa,Florida,Surfing,Injury,N
2000,Unprovoked,Usa,Florida,Surfing,Injury,N
2000,Unprovoked,Usa,Florida,Swimming,Injury,N
2000,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
2000,Unprovoked,Tanzania,No Data,Swimming,Fatal,Y
2000,Unprovoked,Usa,Florida,Wading,Injury,N
2000,Unprovoked,Reunion,Saint-Pierre,Surfing,Injury,N
2000,Unprovoked,Tanzania,No Data,Swimming,Fatal,Y
2000,Unprovoked,Usa,Florida,Swimming,Injury,N
2000,Unprovoked,Usa,Florida,Jumped Into The Water,Fatal,Y
2000,Provoked,Usa,Alaska,Conducting Research,Injury,N
2000,Unprovoked,Usa,North Carolina,Swimming,"Severe gash to left hand above wrist, almost severing hand",N
2000,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2000,Unprovoked,Usa,Florida,Surfing,Injury,N
2000,Unprovoked,Usa,Florida,Wading,Injury,N
2000,No Data,Usa,North Carolina,Swimming,Fatal,No Data
2000,No Data,Usa,Florida,Attempting To Illegally Enter The Usa,Shark involvement probably post-mortem,No Data
2000,Unprovoked,Tanzania,No Data,Swimming,Fatal,Y
2000,Unprovoked,Usa,Florida,Swimming,Leg pinched,N
2000,Unprovoked,Usa,North Carolina,Surfing,Injury,N
2000,Unprovoked,Usa,North Carolina,Surfing,Injury,N
2000,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
2000,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
2000,Unprovoked,South Africa,Kwazulu-Natal,Surfing,No injury,N
2000,Unprovoked,Tonga,Minerva Reef,Diving,Injury,N
2000,Unprovoked,Usa,Florida,Wading,Injury,N
2000,Unprovoked,Usa,Florida,Swimming,Injury,N
2000,Unprovoked,Usa,Texas,Jumping,Injury,N
2000,Unprovoked,Usa,North Carolina,Playing,Injury,N
2000,Unprovoked,Usa,Florida,Wading,Left inner thigh,N
2000,Unprovoked,Usa,Florida,Diving,Injury,N
2000,Unprovoked,Usa,Florida,Wading,Injury,N
2000,Unprovoked,Usa,Florida,Wading,Injury,N
2000,Unprovoked,Tanzania,No Data,Swimming,Fatal,Y
2000,Boat,New Zealand,North Island,Fishing,No injury,N
2000,Unprovoked,Usa,Florida,Wading,Injury,N
2000,Boat,Usa,Florida,Sailing,No injury,N
2000,Unprovoked,Usa,Texas,Surfing,Injury,N
2000,Unprovoked,Usa,Alabama,Swimming,Injury,N
2000,Unprovoked,Usa,Alabama,Swimming,Injury,N
2000,Unprovoked,Usa,Florida,Swimming,Injury,N
2000,Unprovoked,Tanzania,No Data,Swimming,Injury,Y
2000,Sea Disaster,New Caledonia,South Province,"Air Disaster - Piper Aircraft Crashed Into The Sea, Killing All On Board",Sharks prevented recovery of remains,Y
2000,Unprovoked,Papua New Guinea,Madang Province,Wading,Injury,N
2000,Unprovoked,Papua New Guinea,Madang Province,Diving,Fatal,Y
2000,Unprovoked,Usa,Florida,Walking,Injury,N
2000,Unprovoked,Usa,Florida,Surfing,Puncture marks on right thigh,N
2000,Unprovoked,Usa,Florida,Fishing,No injury,N
2000,Unprovoked,Australia,Queensland,Swimming,Injury,N
2000,Unprovoked,Usa,Florida,Surfing,Injury,N
2000,Unprovoked,Usa,Florida,Surfing,Injury,N
2000,Unprovoked,New Caledonia,North Province,Diving,Fatal,Y
2000,Unprovoked,Australia,New South Wales,Surfing,No injury,N
2000,Boat,Australia,New South Wales,Rowing,No injury,N
2000,Boat,Australia,New South Wales,Rowing,No injury,N
2000,No Data,New Zealand,North Island,Boating,Reported as shark attack but probable drowning ,No Data
2000,Unprovoked,Australia,New South Wales,Swimming,Injury,N
2000,Unprovoked,Usa,Louisiana,Diving,No injury,N
2000,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
2000,Provoked,England,Worcestershire,Feeding Prawns To Captive Sharks,Injury,N
2000,Unprovoked,New Zealand,South Island,Surfing,No injury,N
2000,Unprovoked,Australia,South Australia,Surfing,Injury,N
2000,Boat,Reunion,No Data,Canoe With 3 Men Onboard Sank,Fatal,Y
2000,Unprovoked,Thailand,Phang Nga Province,Diving,Fatal,Y
2000,Boat,Usa,Florida,Fishing,No injury,N
1999,Unprovoked,New Zealand,South Island,Surfing,Injury,N
1999,Unprovoked,New Zealand,South Island,Swimming,Injury,N
1999,Unprovoked,New Zealand,South Island,Bathing,A cut on her hand,N
1999,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1999,No Data,Usa,California,Diving,"Presumed taken by a shark,  but forensic evidence suggested otherwise.",No Data
1999,No Data,Brazil,Rio De Janeiro,Diving,Injury,N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Unprovoked,Usa,Hawaii,Swimming,Injury,N
1999,Unprovoked,Usa,California,Surfing,No injury,N
1999,Unprovoked,South Africa,Kwazulu-Natal,Surfing,Injury,N
1999,Unprovoked,Brazil,Rio De Janeiro,Surfing,Injury,N
1999,Unprovoked,Marshall Islands,Alinglaplap Atoll,Swimming,Injury,N
1999,Unprovoked,Marshall Islands,Alinglaplap Atoll,Swimming,Injury,N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Unprovoked,Usa,Florida,Surfing,"Shark bit 8"" chunk from swim fin",N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Boat,Italy,Adriatic Sea,Fishing,No injury,N
1999,Unprovoked,Usa,California,Boating,No injury,N
1999,Unprovoked,Usa,Florida,Wading,Injury,N
1999,Unprovoked,Usa,South Carolina,Wading,Injury,N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Provoked,Usa,Florida,Wading,Left knee nipped by captive shark PROVOKED INCIDENT,N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Unprovoked,Usa,North Carolina,Surfing,Injury,N
1999,Unprovoked,Marshall Islands,Ralik Chain,Fishing,Injury,N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Unprovoked,Usa,South Carolina,Lying Prone In 2' Of Water,Injury,N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Unprovoked,Bahamas,Abaco Islands,Diving,Injury,N
1999,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
1999,Unprovoked,Usa,Florida,Swimming,Injury,N
1999,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1999,Unprovoked,South Africa,Western Cape Province,Surfing,Fatal,Y
1999,Unprovoked,Usa,Florida,Wading,Injury,N
1999,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1999,Unprovoked,Usa,Florida,Adrift In A Life Jacket,9-inch gash in left foot ,N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Unprovoked,Usa,Florida,Swimming,8-inch bite on calf,N
1999,Unprovoked,Usa,Florida,Wading,Injury,N
1999,Unprovoked,Australia,South Australia,Surfing,Fatal,Y
1999,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1999,Unprovoked,Mauritius,Grand Baie,Swimming,Injury,N
1999,Unprovoked,Reunion,L' Etang Salé-Les-Bains,Swimming,Fatal,Y
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Unprovoked,New Zealand,South Island,Diving,No injury,N
1999,Provoked,Brazil,Rio Grande De Norte,Scientific Research (Dr. Sonny Gruber'S Student),Grabbed small shark & it bit him  PROVOKED INCIDENT,N
1999,Unprovoked,Usa,Hawaii,Swimming,Injury,Y
1999,Unprovoked,New Caledonia,Loyalty Islands,Diving,Multiple injuries,N
1999,Provoked,New Zealand,No Data,Fishing,Injury,N
1999,Unprovoked,Usa,Hawaii,Surfing,Bruised right leg,N
1999,Unprovoked,Usa,Hawaii,Swimming,Tissue removed knee to thigh,N
1999,Boat,Usa,North Carolina,Cruising,No injury,N
1999,Unprovoked,Australia,New South Wales,Surfing,Injury,N
1999,Unprovoked,Usa,Florida,Surfing,Injury,N
1999,Unprovoked,Mauritius,No Data,Diving,Injury,N
1999,Unprovoked,South Africa,Eastern Cape Province,Boating,No injury,N
1999,Boat,New Zealand,North Island,Boating,No injury,N
1999,No Data,Australia,Northern Territory,Fishing,"Cut foot, but injury caused by fishing line, not the shark",No Data
1999,Unprovoked,Reunion,Saint-Leu,Diving,Fatal,Y
1999,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
1999,No Data,Usa,Virginia,Surfing,Abrasions,No Data
1998,Provoked,Usa,Florida,Surfing,Injury,N
1998,Unprovoked,Australia,South Australia,Wading,Injury,N
1998,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1998,Unprovoked,South Africa,Eastern Cape Province,Splashing,Injury,N
1998,Unprovoked,Australia,South Australia,Surfing,Injury,N
1998,Unprovoked,Usa,Florida,Swimming,Fatal,Y
1998,Unprovoked,Usa,Florida,Surfing,Injury,N
1998,Unprovoked,Usa,Florida,Walking,Injury,N
1998,Unprovoked,Usa,Oregon,Surfing,No injury,N
1998,Provoked,Japan,Southern Japan,Fishing,Injury,N
1998,Unprovoked,Brazil,Pernambuco,Surfing,Injury,Y
1998,Unprovoked,Usa,Florida,Swimming,Injury,N
1998,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
1998,Unprovoked,Usa,Florida,Surfing,Injury,N
1998,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1998,Unprovoked,Reunion,Saint-Benoît,Diving,Injury,N
1998,Unprovoked,Usa,Florida,Surfing,Injury,N
1998,Unprovoked,Usa,Florida,Surfing,Injury,N
1998,Unprovoked,South Africa,Eastern Cape Province,Fishing,Injury,N
1998,Unprovoked,Usa,Florida,Surfing,Injury,N
1998,Provoked,Senegal,Cap Vert Peninsula,Diving,Bitten by harpooned shark PROVOKED INCIDENT,N
1998,Unprovoked,Usa,Florida,Surfing,Injury,N
1998,No Data,Italy,Marches Region,Fishing,No injury,No Data
1998,Unprovoked,Usa,California,Surfing,Injury,N
1998,Unprovoked,Usa,Virginia,Diving,Injury,N
1998,Unprovoked,Bahamas,Berry Islands,Diving,Injury,N
1998,Unprovoked,Usa,Florida,Body-Boarding,Injury,N
1998,Provoked,South Africa,Transvaal,Moving A Shark In A Net,Injury,N
1998,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
1998,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
1998,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1998,Unprovoked,Usa,Florida,Surfing,Injury,N
1998,Unprovoked,South Africa,Western Cape Province,Wading,Injury,N
1998,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1998,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
1998,Unprovoked,Australia,South Australia,Diving,Injury,Y
1998,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,Y
1998,Unprovoked,Usa,Florida,Surfing,Injury,N
