Year,Type,Country,Area,Activity,Injury,Fatal
1998,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1998,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1998,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1998,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1998,Unprovoked,Usa,Florida,Surfing,Injury,N
1998,Unprovoked,Usa,Florida,Swimming,Injury,N
1998,Unprovoked,Usa,Florida,Surfing,Injury,N
1998,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
1998,Unprovoked,Mozambique,Gaza,Towing Rubber Dinghy,Injury,Y
1998,Unprovoked,Usa,Oregon,Surfing,Injury,N
1998,Provoked,Usa,Florida,Diving,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",N
1998,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
1998,Unprovoked,Usa,Florida,Swimming,Injury,N
1998,Unprovoked,South Africa,Western Cape Province,Swimming,Injury,N
1998,Unprovoked,Usa,Florida,Swimming,Injury,N
1998,Unprovoked,Usa,Florida,Swimming,Injury,N
1998,No Data,Australia,New South Wales,Diving,"Missing, thought to have been taken by a shark",No Data
1998,Unprovoked,New Caledonia,South Province,Surfing,No injury,N
1998,Unprovoked,Reunion,Grand'Anse,Bathing,Fatal,Y
1998,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1998,Unprovoked,Australia,South Australia,Surfing,20 punctures in right foot,N
1998,Unprovoked,Mozambique,Maputo Province,Surfing,Injury,N
1998,Unprovoked,South Africa,Eastern Cape Province,Surfing,Fatal,Y
1998,Unprovoked,Reunion,Beaufonds,Diving,Fatal,Y
1998,Unprovoked,Usa,Virginia,Diving,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,N
1997,Unprovoked,South Africa,Western Cape Province,Diving,Fatal,Y
1997,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1997,Unprovoked,Usa,Florida,Swimming,Left leg gashed knee to ankle,N
1997,Unprovoked,Australia,Western Australia,Diving,Injury,N
1997,Unprovoked,Usa,Florida,Swimming,Injury,N
1997,No Data,Australia,New South Wales,Unknown,5 m white shark obsrved feeding on remains 6 days later,No Data
1997,Unprovoked,Australia,Western Australia,Surfing,Injury,N
1997,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1997,Unprovoked,Usa,Florida,Surfing,"5"" gash in foot",N
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Boat,South Africa,Eastern Cape Province,Fishing,No injury,N
1997,Unprovoked,Usa,Florida,Swimming,Injury,N
1997,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Usa,California,Surfing,Injury,N
1997,No Data,Mexico,Quintana Roo,Diving,Fatal,No Data
1997,Unprovoked,Mexico,Quintana Roo,Diving,Injury,Y
1997,Unprovoked,Usa,Florida,Swimming,Injury,N
1997,Unprovoked,Egypt,Red Sea,Fishing,Injury,N
1997,Unprovoked,Egypt,Red Sea,Fishing,Fatal,Y
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Usa,Texas,Wading,Injury,N
1997,Unprovoked,Usa,Florida,Fishing,Injury,N
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Australia,Queensland,Surfing,Injury,N
1997,Unprovoked,South Africa,Eastern Cape Province,Surfing,Fatal,Y
1997,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1997,Unprovoked,Usa,South Carolina,Wading,Injury,N
1997,Unprovoked,Okinawa,Miyako,Fishing,Injury,Y
1997,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1997,Unprovoked,Usa,Hawaii,Diving,Injury,N
1997,Unprovoked,Fiji,Taveuni,Swimming,"Bitten on inner thigh, leg surgically amputated",N
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Brazil,Rio De Janeiro,Bathing,No Data,No Data
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Usa,Florida,Diving,Right thigh punctured,N
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Usa,Florida,Surfing,Injury,N
1997,Unprovoked,Bahamas,Abaco Islands,Diving,Injury,N
1997,Unprovoked,Bahamas,Abaco Islands,Diving,Injury,N
1997,Unprovoked,Brazil,Rio De Janeiro,Surfing,Injury,N
1997,Unprovoked,Australia,Queensland,Swimming,Left leg biten,N
1997,Unprovoked,Australia,Queensland,Diving,Injury,N
1997,Boat,Australia,New South Wales,Rowing,"Bruised, when shark struck scull & catapulted her into the water",N
1997,Unprovoked,Australia,Queensland,Swimming,Injury,N
1997,Unprovoked,Australia,Western Australia,Surfing,Fatal,Y
1997,Unprovoked,Reunion,No Data,Diving,Fatal,Y
1997,Boat,Australia,Victoria,Watching Seals,No injury,N
1996,Unprovoked,Australia,Queensland,Surfing,No Data,No Data
1996,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1996,Unprovoked,New Caledonia,No Data,Diving,Injury,Y
1996,Unprovoked,New Caledonia,South Province,Attempting To Attract Dolphins,Injury,N
1996,Unprovoked,Usa,California,Surfing,Injury,N
1996,Unprovoked,Usa,Florida,Surfing,Injury,N
1996,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1996,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1996,Unprovoked,Okinawa,Miyako Island,Swimming,Fatal,Y
1996,Unprovoked,Usa,California,Surfing,Injury,N
1996,Unprovoked,Usa,Florida,Surfing,Injury,N
1996,Unprovoked,Usa,California,Surfing,No injury,N
1996,Unprovoked,Usa,Florida,Swimming,Injury,N
1996,Unprovoked,New Zealand,Chatham Islands,Diving,Injury,N
1996,Unprovoked,Usa,Florida,Surfing,Injury,N
1996,Unprovoked,Usa,Florida,Wading,Injury,N
1996,Unprovoked,Usa,Florida,Surfing,Injury,N
1996,No Data,Usa,South Carolina,Surfing,Injury,No Data
1996,Provoked,South Africa,Kwazulu-Natal,Diving,No injury,N
1996,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1996,Unprovoked,Usa,California,Diving,Injury,N
1996,Unprovoked,Usa,Florida,Fishing,No injury,N
1996,Unprovoked,Usa,Florida,Wading,Injury,N
1996,Unprovoked,Okinawa,Miyako,Swimming,Injury,Y
1996,Unprovoked,Egypt / Israel,"South Sinai, Gulf Of Aqaba",Diving,"Bitten on back, shoulder & chest",N
1996,Unprovoked,Usa,Massachusetts,Swimming,Injury,N
1996,Unprovoked,Usa,Florida,Swimming,Injury,N
1996,Unprovoked,Usa,Florida,Wading,Injury,N
1996,Unprovoked,Bahamas,Cat Cay,Diving,Injury,N
1996,Unprovoked,Usa,South Carolina,Surfing,Injury,N
1996,Unprovoked,Australia,Victoria,Surfing,No injury,N
1996,Unprovoked,South Africa,Kwazulu-Natal,Surfing,Injury,N
1996,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
1996,No Data,Australia,New South Wales,Diving,Fatal,Y
1996,Unprovoked,Usa,Florida,Surfing,Injury,N
1996,Unprovoked,South Korea,No Data,Diving,Fatal,Y
1996,Unprovoked,Usa,Florida,Surfing,Injury,N
1996,Unprovoked,Australia,New South Wales,Swimming,Injury,N
1996,Unprovoked,Australia,New South Wales,Swimming,Injury,N
1996,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
1996,Unprovoked,Australia,Queensland,Swimming,Injury,N
1996,Unprovoked,Australia,New South Wales,Fishing,Injury,N
1996,Unprovoked,Australia,New South Wales,Dived Naked Into The Water On A Bet,Injury,N
1996,Provoked,Usa,Missouri,Swimming,5 punctures to hand from captive shark PROVOKED INCIDENT,N
1996,Unprovoked,Papua New Guinea,Madang Province,Diving,Injury,Y
1996,Sea Disaster,Dominican Republic,12 Miles Off The North Coast,Boeing 757 Enroute From Porta Plata Plunged Into The Sea,Injury,Y
1996,Unprovoked,Australia,New South Wales,Swimming,Injury,N
1996,Provoked,Usa,Florida,Wading,Shark bit his leg after he grabbed its tail & wouldn't let go PROVOKED INCIDENT,N
1996,Unprovoked,Australia,Queensland,Swimming,Injury,N
1996,Unprovoked,Usa,Hawaii,Swimming,Injury,N
1996,Boat,Australia,New South Wales,Chumming For Sharks,No injury,N
1996,Unprovoked,Reunion,Saint-Paul,Surfing,Fatal,Y
1996,Unprovoked,Usa,North Carolina,Surfing,Injury,N
1995,Unprovoked,New Zealand,"Chatham Islands, East Of New  Zealand",Diving,Injury,N
1995,Unprovoked,Northern Arabian Sea,No Data,Fell Off Aircraft Carrier,Injury,N
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Australia,Queensland,Wading,Injury,N
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Usa,Florida,Surfing,4 punctures in left foot,N
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Usa,California,Surfing,Injury,N
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Usa,Florida,Swimming,Injury,N
1995,Unprovoked,Reunion,Saint-Denis,Body-Boarding,Fatal,Y
1995,Unprovoked,Usa,Florida,Diving,Fatal,Y
1995,Unprovoked,Australia,Western Australia,Diving,Injury,Y
1995,Unprovoked,Usa,California,Surfing,Injury,N
1995,No Data,Usa,North Carolina,Swimming,Injury,No Data
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Usa,South Carolina,On A Float,Injury,N
1995,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Usa,North Carolina,Swimming,Injury,N
1995,Unprovoked,Usa,North Carolina,Swimming,Injury,N
1995,Unprovoked,Usa,Florida,Surfing,Bottom of left foot gashed,N
1995,Unprovoked,Usa,North Carolina,Diving,No injury,N
1995,Unprovoked,Tonga,Vava’U,Fishing,Upper left thigh avulsed  ,N
1995,Unprovoked,Usa,Florida,Wading,Injury,N
1995,No Data,Usa,North Carolina,Swimming,Death resulted fom drowning; tiger shark bites were post-mortem,No Data
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Usa,South Carolina,"""Riding Waves On A Board""",Injury,N
1995,Unprovoked,Usa,Florida,Surfing,Multiple bites on right leg and knee,N
1995,No Data,Tonga,Vava’U,Fishing,Finger broken when 1.8 m [6'] hooked grey reef shark  grabbed his catch,No Data
1995,No Data,Usa,California,Diving,Injury,No Data
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Usa,Florida,Wading,Injury,N
1995,Unprovoked,Usa,South Carolina,Swimming,Injury,N
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Brazil,Pernambuco,Surfing,Injury,Y
1984,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1995,Unprovoked,Usa,Texas,Surfing,Injury,N
1995,Provoked,Usa,Mississippi,Fishing,Injury,N
1995,Provoked,Usa,South Carolina,Surfing,Injury,N
1995,Unprovoked,Usa,California,Diving,Injury,N
1995,Unprovoked,Usa,California,Boating,Injury,N
1995,Unprovoked,Usa,Georgia,Playing / Jumping,Injury,N
1995,Unprovoked,Usa,South Carolina,Surfing,Injury,N
1995,Unprovoked,Usa,Florida,Swimming,Injury,N
1995,Unprovoked,Usa,Florida,Swimming,Injury,N
1995,Unprovoked,Usa,Hawaii,Swimming,Injury,N
1995,Unprovoked,Hong Kong,Clearwater Bay,Swimming,Injury,Y
1995,Unprovoked,Hong Kong,New Territories,Swimming,Injury,Y
1995,Unprovoked,Hong Kong,New Territories,Diving,Injury,Y
1995,Unprovoked,Usa,Florida,Surfing,Injury,N
1995,Unprovoked,Fiji,Yasawa Islands,Boating,Injury,Y
1995,Unprovoked,South Korea,No Data,Diving,Injury,Y
1995,Unprovoked,Australia,New South Wales,Diving,No injury,N
1995,Unprovoked,Japan,Aichi Prefecture,Diving,Fatal,Y
1995,Unprovoked,Australia,New South Wales,Surfing,No injury,N
1995,Unprovoked,Australia,South Australia,Surfing,Injury,N
1995,Unprovoked,Brazil,Maranhão,Swimming,Fatal,Y
1995,Unprovoked,South Africa,Eastern Cape Province,Swimming,Injury,N
1995,Unprovoked,Venezuela,No Data,Surfing,Injury,N
1995,Unprovoked,South Africa,Kwazulu-Natal,Swimming,Injury,Y
1995,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1995,No Data,South Africa,No Data,Diving,Reportedly lost lower right leg as result of shark bite,No Data
1995,Provoked,Australia,Queensland,Swimming,No injury,N
1995,No Data,Usa,North Carolina,Diving,Death resulted fom drowning; shark bites were post-mortem,No Data
1994,Unprovoked,South Africa,Western Cape Province,Surfing,No injury,N
1994,Unprovoked,Usa,Hawaii,Surfing,No injury,N
1994,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1994,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1994,No Data,Australia,Queensland,Murder Victim,Shark scavenged on his corpse,No Data
1994,Unprovoked,Usa,California,Commercial Diver (Submerged Or Treading Water),Injury,Y
1994,Unprovoked,Brazil,Pernambuco,Surfing,Fatal,Y
1994,Unprovoked,South Africa,Western Cape Province,Diving,No injury,N
1994,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1994,Unprovoked,Usa,Hawaii,Surfing,No injury,N
1994,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1994,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1994,Provoked,Usa,Florida,Wading,Injury,N
1994,Unprovoked,Usa,Florida,Surfing,Injury,N
1994,Unprovoked,Usa,South Carolina,Swimming,Injury,N
1994,Unprovoked,Usa,Oregon,Surfing,No injury,N
1994,Sea Disaster,Usa,Florida,Adrift On Refugee Raft,Fatal,Y
1994,Unprovoked,Usa,Hawaii,Jumped Off Rocks Into White Water,Injury,N
1994,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1994,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
1994,Unprovoked,Reunion,Saint-Denis,Surfing,Fatal,Y
1994,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,Y
1994,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1994,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1994,Unprovoked,Usa,Florida,Surfing,Injury,N
1994,Unprovoked,Bahamas,Grand Bahama Island,Diving,Injury,N
1994,Unprovoked,Usa,Florida,Surfing,Injury,N
1994,Unprovoked,Usa,Florida,Surfing,Injury,N
1994,Unprovoked,Usa,Florida,Diving,Injury,N
1994,Unprovoked,Usa,Florida,Wading,Injury,N
1994,Unprovoked,Usa,Florida,Wading,Gash on ankle,N
1994,Unprovoked,Usa,Florida,Surfing,Injury,N
1994,Unprovoked,Bahamas,No Data,Wading,Injury,N
1994,Unprovoked,Usa,Florida,Freediving For Seashells,Injury,N
1994,Unprovoked,South Africa,Western Cape Province,Diving,Fatal,Y
1994,Unprovoked,Chile,No Data,Swimming,Injury,N
1994,Unprovoked,Chile,No Data,Swimming,Injury,N
1994,Provoked,Usa,California,Removing Shark From Tank In Nightclub,Injury,N
1994,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1994,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
1994,Unprovoked,Usa,Florida,Surfing,Injury,N
1994,Provoked,Usa,Hawaii,Fishing,Injury,N
1994,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1994,Unprovoked,New Caledonia,South Province,Fishing,Injury,Y
1994,Unprovoked,Brazil,Pernambuco,Swimming,Injury,N
1994,Unprovoked,Usa,Hawaii,Surfing,Fatal,Y
1994,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1994,Boat,Australia,Western Australia,Fishing,No injury,N
1994,Unprovoked,Australia,Queensland,Swimming,Injury,N
1994,Unprovoked,South Africa,Kwazulu-Natal,Swimming,Injury,N
1994,Unprovoked,Hong Kong,No Data,Playing Volleyball With Friends,Injury,N
1994,Unprovoked,Usa,Florida,Surfing,Injury,N
1993,Unprovoked,Usa,Hawaii,Surfing,Fatal,Y
1993,Unprovoked,Usa,Florida,Swimming,Injury,N
1993,Unprovoked,Australia,Western Australia,Diving,Fatal,Y
1993,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1993,Unprovoked,Somalia,Banaadir Region,Stamding,Fatal,Y
1993,Unprovoked,Usa,California,Surfing,Serious injury to left leg,N
1993,Unprovoked,Usa,Florida,Swimming,Injury,N
1993,Boat,Usa,California,Boating,No injury,N
1993,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1993,Unprovoked,Somalia,Banaadir Region,Swimming,Fatal,Y
1993,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
1993,Unprovoked,El Salvador,La Libertad,Surfing,Left leg gashed,N
1993,Unprovoked,El Salvador,La Libertad,Surfing,Injury,Y
1993,Unprovoked,Usa,Florida,Wading,Injury,N
1993,Unprovoked,Spain,Costa Blanca,Swimming,Injury,N
1993,Unprovoked,Bahamas,Walkers Cay,Diving,Injury,N
1993,Unprovoked,Usa,Florida,Surfing,Injury,N
1993,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1993,Boat,Usa,California,Watching The Shark Feeding On A Dead Pinniped,No injury,N
1993,Unprovoked,Usa,North Carolina,Riding Floatation Device,Injury,N
1993,Boat,Australia,Western Australia,Fishing,No injury,N
1993,Unprovoked,Usa,California,Diving,Severe bites to head & shoulder,N
1993,Unprovoked,New Caledonia,South Province,Fishing,Fatal,Y
1993,Boat,El Salvador,La Libertad,Fishing,Fatal,Y
1993,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1993,Unprovoked,Usa,Florida,Playing,Injury,N
1993,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
1993,Unprovoked,Reunion,Saint-Paul,Surfing,Note: see 1992.06.28,N
1993,Unprovoked,Hong Kong,New Territories,Swimming,Fatal,Y
1993,Unprovoked,Mexico,Quintana Roo,Diving,Fatal,Y
1993,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1993,Unprovoked,Australia,New South Wales,Diving,Fatal,Y
1993,Unprovoked,Australia,Tasmania,Diving,Fatal,Y
1993,Unprovoked,Hong Kong,New Territories,Swimming,Fatal,Y
1993,Unprovoked,Usa,North Carolina,Swimming,No injury,N
1993,Unprovoked,Somalia,Banaadir Region,Swimming,Fatal,Y
1993,No Data,Australia,Tasmania,Diving,No injury,No Data
1993,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1993,Unprovoked,Usa,Florida,Swimming,Injury,N
1993,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1993,Unprovoked,Usa,California,Diving,No injury,N
1993,Unprovoked,New Caledonia,South Province,Swimming,Injury,N
1993,Sea Disaster,Tonga,Tongapatu Group,Sea Disaster,Injury,N
1993,Sea Disaster,Tonga,Tongapatu Group,Sea Disaster,Injury,N
1993,Provoked,Australia,Queensland,Fishing,Injury,N
1993,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1993,Unprovoked,Australia,Queensland,Diving,Injury,N
1993,Boat,Caribbean Sea,No Data,,No injury,N
1993,Unprovoked,Usa,Oregon,Surfing,No injury,N
1993,Unprovoked,Angola,West Africa,Surfing,Injury,N
1993,Unprovoked,Tonga,Vava’U,Diving,Injury,N
1993,Unprovoked,Usa,Florida,Swimming,Injury,N
1992,Unprovoked,Usa,Hawaii,Wading,Right leg bruised & abraded,N
1992,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1992,Unprovoked,Usa,California,Diving,Injury,N
1992,Unprovoked,Usa,Florida,Surfing,Injury,N
1992,Unprovoked,Usa,Florida,Surfing,Injury,N
1992,Boat,Usa,California,Boating,No injury,N
1992,Unprovoked,Fiji,Wakaya Island,Diving,Injury,N
1992,Unprovoked,Usa,California,Diving,Foot punctured,N
1992,Unprovoked,Usa,Florida,Surfing,Injury,N
1992,Unprovoked,Usa,Hawaii,Surfing,Injury,Y
1992,Unprovoked,Usa,California,Diving,Foot & swim fin punctured,N
1992,Unprovoked,Usa,Hawaii,Surfing,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",N
1992,Unprovoked,Australia,New South Wales,Diving,Injury,N
1992,Unprovoked,Brazil,Maranhão,Surfing,Injury,N
1992,Unprovoked,Australia,Queensland,Surfing,Fatal,Y
1992,Unprovoked,Brazil,Pernambuco,Surfing,Injury,N
1992,Unprovoked,Usa,Oregon,Surfing,Injury,N
1992,Unprovoked,Usa,Florida,Wading,Injury,N
1992,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
1992,Unprovoked,Usa,Florida,Surfing,Injury,N
1992,Unprovoked,Bahamas,Abaco Islands,Swimming,Injury,N
1992,Unprovoked,Australia,South Australia,Surfing,Injury,N
1992,No Data,Usa,Hawaii,Fishing,Body recovered next morning. Injuries appeared to be inflicted post mortem,No Data
1992,Unprovoked,Usa,California,Surfing,No injury,N
1992,Provoked,Usa,Florida,Swimming,"Grabbed metal leader to shark, shark clamped on  & bit  left bicep PROVOKED INCIDENT",N
1992,No Data,Usa,Florida,Fisherman,No Data,No Data
1992,No Data,Usa,Hawaii,Fishing,"Death due to drowning. His body, tied to floating ice chest, had 2 small post-mortem bites due to cookie cutter shark",No Data
1992,Unprovoked,Usa,Florida,Wading,Injury,N
1992,Unprovoked,Brazil,Maranhão,Surfing,Injury,N
1992,Unprovoked,Brazil,Maranhão,Surfing,Injury,N
1992,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
1992,Unprovoked,Reunion,Saint-Paul,Surfing,Fatal,Y
1992,Unprovoked,Vanuatu,Malampa Province,Swimming,Injury,N
1992,Boat,Japan,Ehime Prefecture,Preparing To Fish For Jack-Mackerel,"No inujury to occupant. Shark bit boat repeatedly, leaving  2 teeth in the bottom keel of the boat",N
1992,Unprovoked,Reunion,Saint-Paul,Diving,Injury,N
1992,No Data,Usa,North Carolina,Diving,Disappeared. His ripped dive jacket was recovered,No Data
1992,Unprovoked,Reunion,Saint-Joseph,Surfing,Fatal,Y
1992,Unprovoked,Mexico,Mexico / Caribbean Sea,Diving,Injury,N
1992,Unprovoked,New Zealand,Antarctic Ocean,Swimming,Injury,N
1992,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1992,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1992,Unprovoked,Australia,Victoria,Surfing,Injury,N
1992,Unprovoked,Japan,Ehime Prefecture,Diving,Fatal,Y
1992,Boat,Japan,Ehime Prefecture,Fishing,No injury,N
1992,Unprovoked,Usa,Oregon,Surfing,Injury,N
1992,Unprovoked,Usa,Hawaii,Surfing,Fatal,Y
1992,Unprovoked,Japan,Ehime Prefecture,Diving,No injury,N
1992,No Data,Australia,Tasmania,Surfing,No injury,No Data
1992,Unprovoked,Reunion,La Saline-Les-Bains,Diving,Injury,N
